sample_id,image,group_id,reviewer_id,decision,nuisance_tags,distance,angle,lighting,cleanliness,notes
b4bd89c1bfd3b8c5c19d94b10f3ca77c721e2ed602859fde9ddf634b4243ecfc,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00644.jpg,hitl_parts_00644,,,,,,,,
466913490be2d55742cc0b3634f49eea79061c9f61ff95f423ecabf85e357f89,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00302.jpg,hitl_parts_00302,,,,,,,,
03d56ab6c00f667c6e77b5847f7c7b12aec65204e9213eb4913d22395ea6713c,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00088.jpg,hitl_parts_00088,,,,,,,,
fc909427d31ffaa35daca2b740744b3717abbab7c6b472d9a1875778d8a8a34a,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00679.jpg,hitl_parts_00679,,,,,,,,
88b2d1181f8573da1bbcb079777225cde0fa258f326d8f9a03ec632f2d579ca1,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00837.jpg,hitl_parts_00837,,,,,,,,
b6649a46a28e93a59b0e21fbdcf8664ec357447afad9fe667c0b3ac7ed0b3fe1,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00770.jpg,hitl_parts_00770,,,,,,,,
eef09c357a912014f443ff88b9e3256169fa9a4dfc45730afb62da8d7715e885,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00189.jpg,hitl_parts_00189,,,,,,,,
6d6454578e110649d49bbe2d82ecba9636a014b7575f1137ca454f6e0c456bdc,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00866.jpg,hitl_parts_00866,,,,,,,,
26cfcb22ac935f1a324d97dbc469469faf6a542e76f71cc315ecbe818d5a0682,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00912.jpg,hitl_parts_00912,,,,,,,,
e6d70b04ce983f146046986738412be345280f6c4f9609b76979d6dd96abfe3b,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00048.jpg,hitl_parts_00048,,,,,,,,
ea72f9ad16a0b5ada0401318f4c68a177f9f473f2115e16876c2662d4d9f398e,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00646.jpg,hitl_parts_00646,,,,,,,,
5903ebe4141f68f55e7318b96ea7994663ab3b0f54c40a5e70f5a7febf1f270e,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00144.jpg,hitl_parts_00144,,,,,,,,
40b78ab894ef09811fb165a4d8400c55c4f51b40f7ac506a8520f902a6e4854a,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00923.jpg,hitl_parts_00923,,,,,,,,
861f383430df789f78fc747c8ad17190cad4bb3e991a3f48301901da5fdae566,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00807.jpg,hitl_parts_00807,,,,,,,,
347dba97d040bf7d6e785187c7761ea0907c3207771110a7795852768c593693,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00110.jpg,hitl_parts_00110,,,,,,,,
a63fede0489a171fbcb477789e0aff65437047d18708f1b92dcf4af1115f4d4b,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00496.jpg,hitl_parts_00496,,,,,,,,
9f85ca9b83b0c76e17ac5cb9567f3d047aec42d66020e4499ac2c524092ff574,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00592.jpg,hitl_parts_00592,,,,,,,,
7474d71b6ca796f72e770200ac4f9fbd72a1b46192a0f692ededd33e0ee8eec4,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00851.jpg,hitl_parts_00851,,,,,,,,
42fb2bada092365942eb44061fb1de1ba0e398c40e3eb3fb5c7c134a6420cf73,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00631.jpg,hitl_parts_00631,,,,,,,,
0d9a4fb84a38057949dadb77fd99cd4ce926da21b44a308e85a1b41eef0433a2,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00744.jpg,hitl_parts_00744,,,,,,,,
9b89fef59fcc101865ca26503dbf3b85869e27c94b96397703d90aa006cfb0fe,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00250.jpg,hitl_parts_00250,,,,,,,,
6288f4deed96be5eda3b949834cd591ab7089786bfd5c319809224f3dd73da46,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00802.jpg,hitl_parts_00802,,,,,,,,
f0bd04db9d74e87705688bb156b911780ae898643e261c3d3db97eb1450f6dda,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00478.jpg,hitl_parts_00478,,,,,,,,
3b3df17ebf4cda5c64d3c5008537eb19699e29adc854de68895c16e52ca0c52d,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00633.jpg,hitl_parts_00633,,,,,,,,
a15927908fc4d155555cf8a159056bb87d9060a7f17b632d7fe4e90ad69d4785,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00814.jpg,hitl_parts_00814,,,,,,,,
2e8a81a4c6bda32fde4ef039a9d98aa23ae3664d4d5f78260fab0ce740ed20fa,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00207.jpg,hitl_parts_00207,,,,,,,,
a534b50d3195d93ffaa67e156be8639ec62b46a7ce17aa94a60f9b2ff808d198,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00224.jpg,hitl_parts_00224,,,,,,,,
01a6e284652333ed750d596a4f23f8e9acaa82240bffe360e92570d0229a6368,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00865.jpg,hitl_parts_00865,,,,,,,,
d4f4d043dd4756d53aa9dbd91790941a048c9240192cd604eee94104ab7acb88,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00460.jpg,hitl_parts_00460,,,,,,,,
a5eb95a72feedca8ce771c1a6df123d980e6fc98462e3b16fb4a12f34e0ab76c,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00987.jpg,hitl_parts_00987,,,,,,,,
57c4056364e757583041863e6d49117db6a48361282bea4fb1544af52d65dda6,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00723.jpg,hitl_parts_00723,,,,,,,,
214747343073436b51caf55aec37a43d2e0ca13fd33e5a9452248c9ee7acd606,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00893.jpg,hitl_parts_00893,,,,,,,,
1fcf815fd6b9bcb6328acfb09df327dcc969517182e72b6a9989ac15a305c638,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00246.jpg,hitl_parts_00246,,,,,,,,
eb212b307148e98c24b1b7f1ad3fd2b9a8e67d92e839a3fb9158f15023017938,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00492.jpg,hitl_parts_00492,,,,,,,,
7f515873698f91be28feb4c299c194fa032ed5b7787276567aa62198c51b4542,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00271.jpg,hitl_parts_00271,,,,,,,,
3c05dc8b7e554807bc0ea2249cab229aa77c5c3dde412b31912d964eb9ac504a,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00798.jpg,hitl_parts_00798,,,,,,,,
8232044021d3d3e4da745d8691b50109c860d353bb214e783f13a6f01081268d,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00111.jpg,hitl_parts_00111,,,,,,,,
6aea91c58743fcee1dd6e4119c822b5a810b1e3f31acd645f756f984358e78a3,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00614.jpg,hitl_parts_00614,,,,,,,,
0404ac9b37f1e70cda5d972dd47788ba1e52c0c76c5f6bf1297d7f3c6581824a,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00725.jpg,hitl_parts_00725,,,,,,,,
d3db234616f46fe0025b799c50e3a2d49a1fc4fa9e78b3faf622ce90d3011c7c,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00266.jpg,hitl_parts_00266,,,,,,,,
e450d62c59fe86444c9428a3670a6d7245132991d30e9ddf95ce8bd9c480b906,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00010.jpg,hitl_parts_00010,,,,,,,,
d5906eff148540cd97c78dc77aca4c55845737ce932f81e0900e38aa0cfd4748,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00918.jpg,hitl_parts_00918,,,,,,,,
46e0fb7e8aa13b87e4bbe46fca1882bbcf168fbca3951f47263549c88ab2b4f3,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00751.jpg,hitl_parts_00751,,,,,,,,
f26a07e07fcc55dadca720724b385dd02f4f29f7b4be94e6f492c74acf2f4d62,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00255.jpg,hitl_parts_00255,,,,,,,,
de2994ceee482848683dfc9aff4785d250ab39d6c02b9d5891f7196231c19db6,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00662.jpg,hitl_parts_00662,,,,,,,,
23c4394a0bb7ab396138c4145b8e3824abd43d0dcfc1197298f025d4b12d912d,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00215.jpg,hitl_parts_00215,,,,,,,,
8a8b69ecc8c08feb5146f8eee61ebfb9202e1530fd1a8c2cc3ef13a8e535a6e4,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00874.jpg,hitl_parts_00874,,,,,,,,
c05583aa856557a51548ce141028e6dd6c48d14a723d4ba6e9e49c4e7fabe21d,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00217.jpg,hitl_parts_00217,,,,,,,,
faa6e171bc3e883f56942986fc7f6bd40b671ac20b5a3103c4f14a107036d835,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00720.jpg,hitl_parts_00720,,,,,,,,
da1cc80beabc79619fe6fb357da2d27207164d8e476a2b4b30127980f0535945,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00146.jpg,hitl_parts_00146,,,,,,,,
0745cfba745ea51d893fd2bc174b0589a3065e5e654060ba3aa05cb6cbc72d25,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00275.jpg,hitl_parts_00275,,,,,,,,
1f579d14d0f14107805efe61ad8a3a4b7ba0d33157346d134c15dba9bf0cd684,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00467.jpg,hitl_parts_00467,,,,,,,,
c328290d3adf426d67efd70bc5b218a96714725cc8179b1b106d620eae014230,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00402.jpg,hitl_parts_00402,,,,,,,,
e3d844bf834832f0a9a26459d01c728a6215bba4a86278b93ede114785b1bfde,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00129.jpg,hitl_parts_00129,,,,,,,,
e88081c113126b825adf2a23f9282fe54cd38206a03e59c5cb170622ca212e2f,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00045.jpg,hitl_parts_00045,,,,,,,,
96a7da3182021aa77adc188dd5a29d87835f052d19563db8c156a5e2b5fa5ea6,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00960.jpg,hitl_parts_00960,,,,,,,,
7bdbd21c765276394a63e4bdbd420aa9650df3340cb009a8eb4cdc64c39a94fa,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00969.jpg,hitl_parts_00969,,,,,,,,
e8df075279f92b32215635ce99eae88957fdd025f20b84b9d9424d4dda58243e,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00710.jpg,hitl_parts_00710,,,,,,,,
99fe8fdf51c6192a3a5d10445c29bea7cb07a47a65b6e3db780812194bcadd2c,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00216.jpg,hitl_parts_00216,,,,,,,,
8208e423ad036daf160aab775d62737ef101de0cf855a930360112a32e8fad4e,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00375.jpg,hitl_parts_00375,,,,,,,,
e43518e543390f7054b8a9086b4bdf5690b394bf69b8578dce7981f062329a97,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00366.jpg,hitl_parts_00366,,,,,,,,
19ba521253bf79e33be373476f4b8ed8f8b7db72e06cac92a3b816d524796bf3,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00351.jpg,hitl_parts_00351,,,,,,,,
88b6a69a537939a7d33ccedf4306f6068366bb02f3318260764ec36718e6412c,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00017.jpg,hitl_parts_00017,,,,,,,,
f00d94009b02e01d482467c8c9df1276e2ab7ff1b9dd333a2d676663cb24ef91,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00151.jpg,hitl_parts_00151,,,,,,,,
8ef307ac1a7169959297cb30fc74ea2c718d7cc58997fe2e8c3eb5cbdffb7e91,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00075.jpg,hitl_parts_00075,,,,,,,,
51bd129bc3883fe7e080eac664ec56386c6a9dbfef2469452b110f67bffdbfcc,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00683.jpg,hitl_parts_00683,,,,,,,,
fac6716d89a6c72e4f92b2a7300103c23ff880be0c2a62cdce79e932fb85b429,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00835.jpg,hitl_parts_00835,,,,,,,,
6c7fb1bf51903657509ac45938034278b1d497103f0158a0276b67c0d3254092,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00052.jpg,hitl_parts_00052,,,,,,,,
4f280d01584183fc8599ca937b3070de0fdfca14efdf049333a205bc1608bb8c,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00964.jpg,hitl_parts_00964,,,,,,,,
f1117ba5e0ab736c04859ffd76b522b0bcd70089fac9a3317088080a8eb76140,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00872.jpg,hitl_parts_00872,,,,,,,,
d016a3f4c1e099976a7ac4c59cd518cc53f024a286c620b0d206bbe3dc9b1c9d,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00528.jpg,hitl_parts_00528,,,,,,,,
9f925dc96caca7e761ea853b117abc0c8eb7fbf203dc63319705e86b752d3cbb,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00504.jpg,hitl_parts_00504,,,,,,,,
100d3c9e6e06f41a5162fb432dfb604211c1e05b3f7cbaff4307c0331bc714c0,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00582.jpg,hitl_parts_00582,,,,,,,,
c0d2d8f9d26879e72652656bde29784e8fb2c85bcbf2e9a30469a8117de54e5a,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00476.jpg,hitl_parts_00476,,,,,,,,
7bf33c63674fb000877e9e52bdc0d565488566043cf0baae8f1ad785f049848b,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00025.jpg,hitl_parts_00025,,,,,,,,
6d569beb6fb2697e482218fbc11dd83db3abead3eaa420b923e22933c2be1960,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00057.jpg,hitl_parts_00057,,,,,,,,
379f5235e2f9c2ab2bba6be2206a843aa233cfb6d5f4cc274a81545c65d783bc,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00188.jpg,hitl_parts_00188,,,,,,,,
9b91d5ae1ad3252b2ce4c69ffaf4cb7bca1a75da5c93e95f6a8be7fa2cb1a2b5,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00226.jpg,hitl_parts_00226,,,,,,,,
43f97e8241dbe2024830a21a723817f3126f208105887b511f4b5c7bed74b474,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00854.jpg,hitl_parts_00854,,,,,,,,
25e2642089d4e8c586363886a14c766cc7339e378476086de6c56366edb1c426,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00101.jpg,hitl_parts_00101,,,,,,,,
0d166d4c7deefe2a3a633b12206fbdfd8eb5cc3a0071973361a691c4af85b4e5,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00262.jpg,hitl_parts_00262,,,,,,,,
