sample_id,image,group_id,reviewer_id,decision,nuisance_tags,distance,angle,lighting,cleanliness,notes
f2b7b0e04afd78297eb4754621772bc53d81f32174e4fa5f41809f9a47fdefc5,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00931.jpg,hitl_parts_00931,,,,,,,,
ac215b6d993c108378ec9c3c386cf6a361572d1b8f0565b91e692b5c585e42b2,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00871.jpg,hitl_parts_00871,,,,,,,,
af173988bf696c910843a52b7436371624d447ae2c00ab640daca637a853e98a,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00850.jpg,hitl_parts_00850,,,,,,,,
39208b8dfa9a56a2c27293b1f5ef5d4fe016a9f4b7346f3286c60841dc4fd9da,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00423.jpg,hitl_parts_00423,,,,,,,,
720786aa71d0801e90da0dfdd1bc071de5f997b3966828e53ff09602c9bc11ef,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00058.jpg,hitl_parts_00058,,,,,,,,
16d664208464ca21d60e42ef0c02c59324634d86116193b6aab8f997a72ec433,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00988.jpg,hitl_parts_00988,,,,,,,,
bfd39bf734117bb0510450546dd392232bc20b6ecbfa75862031279f0c0eda1e,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00655.jpg,hitl_parts_00655,,,,,,,,
b4f308f7b3e7b1bd8419bba57a1a9216ea778fcfdd165f21aa7d80f2005edc1b,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00714.jpg,hitl_parts_00714,,,,,,,,
fdac82c89c691006d9b24c008faac30545e9708896d891369f37f629c341d620,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00624.jpg,hitl_parts_00624,,,,,,,,
74be291264ee7818ce6efa4d3e66e75b821db231da75e12485a24429de1173c3,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00107.jpg,hitl_parts_00107,,,,,,,,
fc71a58bd10a7a1a1652c7c4186ab165a91c04e7d06254b7aab7e58f9d9cbf30,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00078.jpg,hitl_parts_00078,,,,,,,,
7fdcd33515201274c082d4522147e909bd68611b5f9190a9216e81e6a2ff0cb3,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00536.jpg,hitl_parts_00536,,,,,,,,
85e138356380bdc80466408e7880a3bcda75083edc511145500e32b06db27797,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00441.jpg,hitl_parts_00441,,,,,,,,
fa6802f4ec8c579ce57ac476fdc927dd4579cd3f00224e13be90fbed6dbbc525,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00462.jpg,hitl_parts_00462,,,,,,,,
67a94b091727493fdd6c9dc2962dc4caf5e6e723e5f33eeccd3eaef00a201da7,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00094.jpg,hitl_parts_00094,,,,,,,,
b6b4b753f3d36e463334d2267d5b2cc1dd438e17adc11d88ac17ec0f4635de15,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00856.jpg,hitl_parts_00856,,,,,,,,
65ea8c64f70fad99df3ded3970d9b9c71b76cd8a79729d5586276c26659093dc,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00347.jpg,hitl_parts_00347,,,,,,,,
b4af55e6b50986966d84f46baa8d78ea1f12f596c2c6a3ef263cd453d6afb0f2,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00464.jpg,hitl_parts_00464,,,,,,,,
c888906fca1534bafefe188ce0d710109ada2002d72aec3e52ceab8d3be3ca93,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00527.jpg,hitl_parts_00527,,,,,,,,
ff8257b36ffe49e48acd91472a3fdf0e27b6fb2cef2e375b00a1402d26242a21,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00759.jpg,hitl_parts_00759,,,,,,,,
e01740384921fedc293a6228707b4cdbc100777e5a7ede77a5537028a30c89c3,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00330.jpg,hitl_parts_00330,,,,,,,,
d482f907d5ee0817583cb2536a1b16f643e335fba17bc583b7f622d4fa11554b,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00287.jpg,hitl_parts_00287,,,,,,,,
c191ca79be6cbc29bfff1696e559251094dd4e8833a1d173e9ee8730c788ef37,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00212.jpg,hitl_parts_00212,,,,,,,,
c85d4f2fa78ac8776a9c6318751f849e50718928b15e8c64bc1fdd85351dcec8,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00847.jpg,hitl_parts_00847,,,,,,,,
b7c274653dcad6a50d906b32678a2c0986e3217d96c54cc9c68f0fa9aa0d94e2,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00747.jpg,hitl_parts_00747,,,,,,,,
812904c748548fbcc0e60ba81bf388d238f0c7cec2f009bde280a50cbcddd4a3,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00447.jpg,hitl_parts_00447,,,,,,,,
a382c10c2cd640051e8c55a223a5217930855c2ebac40070ee32fe2ddf1939fb,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00315.jpg,hitl_parts_00315,,,,,,,,
5d2b85c531eb4d8837d615f5351bcf10b9b5f4144f7908b58f0c6bc985e494be,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00609.jpg,hitl_parts_00609,,,,,,,,
9a228b14b8e1fa36107f181e0d66c9c39cd6f2c7b2cbc5ef0379fbf272121e3f,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00083.jpg,hitl_parts_00083,,,,,,,,
926c81dbb7c2c509762e3263cafe66a498b98e18a4e3024a3c2891d47d241288,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00826.jpg,hitl_parts_00826,,,,,,,,
f1f6875378a76aa3c187ffccdddbce18a2957f2ea38e1e8fc24a6dd125d6b6f1,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00981.jpg,hitl_parts_00981,,,,,,,,
c1e79a1677a28f2518b69d9f3a1e787d5b9da755193d443c5aeed4ff00e3a74b,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00812.jpg,hitl_parts_00812,,,,,,,,
e98dc0e75edae7b766dbbcdd7bf816c5c7fd802157c662d4fe469c43e3b1c1ce,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00839.jpg,hitl_parts_00839,,,,,,,,
e598b151b17b50d4915987d076f5b5ac8914a00ddf0cf4ec2d526390904dc458,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00618.jpg,hitl_parts_00618,,,,,,,,
033d9a406f2348f067a2210abe1aa7b49967fd38dc7cc8e3a4f905c3df80421b,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00036.jpg,hitl_parts_00036,,,,,,,,
e059e98a3b6c2ea8ca7c8ac1b9d0ad74a11c15f9531ccb5d1bf698f4016d8c85,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00756.jpg,hitl_parts_00756,,,,,,,,
0d7126a1ac7c72c942c02891da42cc272ead0e0d4e8438650ee64f954f325455,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00312.jpg,hitl_parts_00312,,,,,,,,
f136f961110ced1d78229e0f06e5d35b8cf10441102c02c10c9af2c9f013cb2c,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00370.jpg,hitl_parts_00370,,,,,,,,
a99b6c2a6b9eb4127582e0e28a97c91ff3d5c0947c945be591d7b50840568efb,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00840.jpg,hitl_parts_00840,,,,,,,,
4a195f2c7e603046fbb3fdb13267f50873e41b4298b3088ae0df2e2b069f0e95,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00522.jpg,hitl_parts_00522,,,,,,,,
b2911cbfef24efb029979af251842711bb1bd5a3f424980fcfbc26641ca41557,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00436.jpg,hitl_parts_00436,,,,,,,,
e63e92ffd2745547cdc20697d96bd38a0c59600c9d6671f0464c1b72c158a7b6,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00505.jpg,hitl_parts_00505,,,,,,,,
082a82ed5d88df15b9f0f4f5f679671aa97dd478a396b2f0ff1d0466eda7108b,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00468.jpg,hitl_parts_00468,,,,,,,,
27ec7e22dbf043f0ed26db0df29281c7fdc59de1dfaf8b90bb53146d8af3dda1,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00704.jpg,hitl_parts_00704,,,,,,,,
deb0f7dfeca5eb933d8bc060f709d44ee178ed0b4fd48397ccb487c2f30c1a08,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00553.jpg,hitl_parts_00553,,,,,,,,
6c97959d563c0257b8aea3c2b2a076f9c9addf5430a32844c1ea7777258427ce,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00390.jpg,hitl_parts_00390,,,,,,,,
701cea4a7c9f9ab917e211fb385cd0be26fbf4e9a0f6f3ffe5831587c6f268a4,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00421.jpg,hitl_parts_00421,,,,,,,,
7cf16fc1b20bacc952b45779dc7f82b119b0865fb0477839084b259b9a64222f,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00889.jpg,hitl_parts_00889,,,,,,,,
9b044f8dd973120bebca605d506ec1c77bd504b43645976e0071e20e0008bb0c,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00252.jpg,hitl_parts_00252,,,,,,,,
